,proportion,category
1,0.0230547550432277,Observed
2,0.0220140515222482,Observed
3,0.0234631628343501,Observed
4,0.0237977193852256,Observed
5,0.0217286335103815,Observed
6,0.0223596574690771,Observed
7,0.0199721319089642,Observed
8,0.025566811384467,Observed
9,0.0252690687880206,Observed
10,0.0191662673694298,Observed
11,0.0199166280685503,Observed
12,0.0189933523266857,Observed
13,0.0224499755978526,Observed
14,0.0242857142857143,Observed
15,0.0200477326968974,Observed
16,0.0276134122287968,Observed
17,0.0233972859148339,Observed
18,0.0222222222222222,Observed
19,0.0273714016045304,Observed
20,0.0252690687880206,Observed
21,0.0220696419813634,Observed
22,0.0272771553823673,Observed
23,0.0199610516066212,Observed
24,0.025049115913556,Observed
25,0.022488038277512,Observed
26,0.0249646726330664,Observed
27,0.0285161913968101,Observed
28,0.0209692451071761,Observed
29,0.0242334322453017,Observed
30,0.021780303030303,Observed
31,0.0235803657362849,Observed
32,0.0255544840887175,Observed
33,0.0261406844106464,Observed
34,0.0227589410125406,Observed
35,0.0242395437262357,Observed
36,0.0188505747126437,Observed
37,0.0227602905569007,Observed
38,0.0251207729468599,Observed
39,0.0218319886093972,Observed
40,0.0246495891735138,Observed
41,0.0231102551757342,Observed
42,0.0223171889838557,Observed
43,0.0244487056567593,Observed
44,0.0254837187352525,Observed
45,0.025974025974026,Observed
46,0.022794846382557,Observed
47,0.0217494089834515,Observed
48,0.0232117479867361,Observed
49,0.0240566037735849,Observed
50,0.0246053853296193,Observed
51,0.025,Observed
52,0.021455223880597,Observed
53,0.0212471131639723,Observed
54,0.0268031189083821,Observed
55,0.0232883092687471,Observed
56,0.0215620507906085,Observed
57,0.0264150943396226,Observed
58,0.024733268671193,Observed
59,0.0292987512007685,Observed
60,0.0245546461242176,Observed
61,0.0218808193668529,Observed
62,0.0250844187168355,Observed
63,0.0234192037470726,Observed
64,0.0227488151658768,Observed
65,0.0204746393671475,Observed
66,0.0246973365617433,Observed
67,0.024173655648742,Observed
68,0.0211436809226333,Observed
69,0.0210378681626928,Observed
70,0.025999037072701,Observed
71,0.0231023102310231,Observed
72,0.0242395437262357,Observed
73,0.0262279446828803,Observed
74,0.0243669374104157,Observed
75,0.0215414073719483,Observed
76,0.0185270958777212,Observed
77,0.023696682464455,Observed
78,0.0238435860753457,Observed
79,0.0260115606936416,Observed
80,0.0254652301665034,Observed
81,0.0205992509363296,Observed
82,0.0245597775718258,Observed
83,0.0208636584182436,Observed
84,0.0220941402497598,Observed
85,0.0214053047929269,Observed
86,0.0249639942390783,Observed
87,0.0214081826831589,Observed
88,0.0226628895184136,Observed
89,0.0194681861348528,Observed
90,0.0198206701274186,Observed
91,0.0219512195121951,Observed
92,0.0219570405727924,Observed
93,0.025390625,Observed
94,0.0232896652110626,Observed
95,0.0248047772163528,Observed
96,0.0265528686581318,Observed
97,0.0252672497570457,Observed
98,0.0208535402521823,Observed
99,0.0192307692307692,Observed
100,0.021978021978022,Observed
101,0.106608842108608,Null
102,0.105609006123274,Null
103,0.105912359945032,Null
104,0.106876412980607,Null
105,0.105982971304538,Null
106,0.105872485858039,Null
107,0.106185655428217,Null
108,0.10687318700074,Null
109,0.105140807740431,Null
110,0.107156403078668,Null
111,0.105456928951664,Null
112,0.106366644113633,Null
113,0.106062537252817,Null
114,0.106162134715711,Null
115,0.106290138659129,Null
116,0.10646501250024,Null
117,0.105949551096177,Null
118,0.106682512505781,Null
119,0.106302903835708,Null
120,0.107056593419302,Null
121,0.106653367887393,Null
122,0.105972877025866,Null
123,0.10613533822467,Null
124,0.106663517360637,Null
125,0.106669628480245,Null
126,0.104991496589694,Null
127,0.107223897247409,Null
128,0.105720723952424,Null
129,0.108331397431126,Null
130,0.106986976107041,Null
131,0.106792506963169,Null
132,0.107499342924231,Null
133,0.10692814903644,Null
134,0.106526209433042,Null
135,0.106152176964118,Null
136,0.105767633176444,Null
137,0.105468018711524,Null
138,0.10617019207327,Null
139,0.106838294900633,Null
140,0.105807942881398,Null
141,0.105866922178669,Null
142,0.107006228699404,Null
143,0.106205061199214,Null
144,0.105743488243983,Null
145,0.106097507788789,Null
146,0.107886610413317,Null
147,0.106456509534377,Null
148,0.106930618867516,Null
149,0.105816018022543,Null
150,0.105439594140889,Null
151,0.106654657004845,Null
152,0.105550042627249,Null
153,0.105656275614235,Null
154,0.106820778598632,Null
155,0.105542697422295,Null
156,0.106155529718655,Null
157,0.105712022166456,Null
158,0.105567068762133,Null
159,0.106154887974132,Null
160,0.105866210354186,Null
161,0.105400101471942,Null
162,0.106366722684287,Null
163,0.106108853262952,Null
164,0.106269292307525,Null
165,0.105144515416081,Null
166,0.106042461162986,Null
167,0.107564834620106,Null
168,0.106144756563811,Null
169,0.105367070555578,Null
170,0.106109542730183,Null
171,0.105084904236613,Null
172,0.106641277687064,Null
173,0.10612871423993,Null
174,0.106161381021467,Null
175,0.106999819201816,Null
176,0.106510322675633,Null
177,0.106579757881892,Null
178,0.10644236850754,Null
179,0.106552158323482,Null
180,0.106871009102609,Null
181,0.10480936331727,Null
182,0.106869352693598,Null
183,0.106226914340995,Null
184,0.10588145220461,Null
185,0.106016541860968,Null
186,0.105743757060965,Null
187,0.105198155587447,Null
188,0.106612830886823,Null
189,0.105747375906445,Null
190,0.105939495930592,Null
191,0.106577052122147,Null
192,0.107102347423674,Null
193,0.106700711018758,Null
194,0.105897166336836,Null
195,0.105033652188499,Null
196,0.10677418188626,Null
197,0.106548379487813,Null
198,0.10620738019008,Null
199,0.105606688345488,Null
200,0.106902617426863,Null
