,proportion,category
1,0.0192307692307692,Observed
2,0.018348623853211,Observed
3,0.00892857142857143,Observed
4,0.0185185185185185,Observed
5,0.0275229357798165,Observed
6,0.0480769230769231,Observed
7,0.0112359550561798,Observed
8,0.021978021978022,Observed
9,0.00925925925925926,Observed
10,0.00925925925925926,Observed
11,0.0288461538461538,Observed
12,0.0117647058823529,Observed
13,0.018348623853211,Observed
14,0.027027027027027,Observed
15,0.0192307692307692,Observed
16,0.0930232558139535,Observed
17,0.0303030303030303,Observed
18,0.0186915887850467,Observed
19,0.0212765957446809,Observed
20,0.0105263157894737,Observed
21,0.0380952380952381,Observed
22,0.0112359550561798,Observed
23,0.00934579439252336,Observed
24,0.0212765957446809,Observed
25,0.04,Observed
26,0.00847457627118644,Observed
27,0.0165289256198347,Observed
28,0.0408163265306122,Observed
29,0.0106382978723404,Observed
30,0.0204081632653061,Observed
31,0.0113636363636364,Observed
32,0.0206185567010309,Observed
33,0.0099009900990099,Observed
34,0.019047619047619,Observed
35,0.0192307692307692,Observed
36,0.00980392156862745,Observed
37,0.019047619047619,Observed
38,0.00917431192660551,Observed
39,0.0108695652173913,Observed
40,0.0380952380952381,Observed
41,0.0116279069767442,Observed
42,0.0188679245283019,Observed
43,0.0192307692307692,Observed
44,0.0297029702970297,Observed
45,0.00925925925925926,Observed
46,0.01,Observed
47,0.0170940170940171,Observed
48,0.00943396226415094,Observed
49,0.0192307692307692,Observed
50,0.0303030303030303,Observed
51,0.01,Observed
52,0.0280373831775701,Observed
53,0.0192307692307692,Observed
54,0.0208333333333333,Observed
55,0.02,Observed
56,0.0449438202247191,Observed
57,0.00847457627118644,Observed
58,0.0102040816326531,Observed
59,0.0104166666666667,Observed
60,0.0175438596491228,Observed
61,0.032258064516129,Observed
62,0.0309278350515464,Observed
63,0.0246913580246914,Observed
64,0.00934579439252336,Observed
65,0.0212765957446809,Observed
66,0.0181818181818182,Observed
67,0.0116279069767442,Observed
68,0.0315789473684211,Observed
69,0.0458715596330275,Observed
70,0.0283018867924528,Observed
71,0.0285714285714286,Observed
72,0.0178571428571429,Observed
73,0.0106382978723404,Observed
74,0.0212765957446809,Observed
75,0.021505376344086,Observed
76,0.0309278350515464,Observed
77,0.0272727272727273,Observed
78,0.0172413793103448,Observed
79,0.0111111111111111,Observed
80,0.00961538461538462,Observed
81,0.0537634408602151,Observed
82,0.0181818181818182,Observed
83,0.0099009900990099,Observed
84,0.0087719298245614,Observed
85,0.00909090909090909,Observed
86,0.0578512396694215,Observed
87,0.019047619047619,Observed
88,0.0087719298245614,Observed
89,0.0217391304347826,Observed
90,0.0198019801980198,Observed
91,0.0357142857142857,Observed
92,0.0337078651685393,Observed
93,0.01,Observed
94,0.0256410256410256,Observed
95,0.03125,Observed
96,0.0102040816326531,Observed
97,0.0340909090909091,Observed
98,0.0256410256410256,Observed
99,0.00961538461538462,Observed
100,0.0288461538461538,Observed
101,0.0965783257452072,Null
102,0.096951303655536,Null
103,0.0960901011429296,Null
104,0.0970358009973755,Null
105,0.0969655008799462,Null
106,0.0967200088306996,Null
107,0.0974469947860276,Null
108,0.0972403162850857,Null
109,0.0965890481435183,Null
110,0.0957751793230883,Null
111,0.0973918145501169,Null
112,0.0976684984768876,Null
113,0.0968464345554819,Null
114,0.0959196091723968,Null
115,0.0972359388235773,Null
116,0.0975424087844885,Null
117,0.0977558978785357,Null
118,0.0968890828436194,Null
119,0.0973262210737952,Null
120,0.0972496279437216,Null
121,0.0974743301568861,Null
122,0.0977751643032408,Null
123,0.0967829917532854,Null
124,0.0973446715679376,Null
125,0.0971467612823668,Null
126,0.0958963941923113,Null
127,0.0961906723851209,Null
128,0.0971124486819146,Null
129,0.0968592482801266,Null
130,0.0969915931025324,Null
131,0.0969771960720018,Null
132,0.0971830250041292,Null
133,0.0970581564297729,Null
134,0.0969760793269038,Null
135,0.0964879117734092,Null
136,0.0973535752516664,Null
137,0.0970270521183697,Null
138,0.0963529062643807,Null
139,0.0970233690695818,Null
140,0.0964784980554824,Null
141,0.0978910166226347,Null
142,0.0960529338538834,Null
143,0.0962721751551902,Null
144,0.0967963146007827,Null
145,0.0960771988651875,Null
146,0.0961998272141939,Null
147,0.0961720696415252,Null
148,0.0969540842924625,Null
149,0.0974395958808283,Null
150,0.0977818759380977,Null
151,0.0966047268367065,Null
152,0.0961902485272247,Null
153,0.0967304818832546,Null
154,0.0969471614355738,Null
155,0.0969178086880004,Null
156,0.0977028760380928,Null
157,0.0963709231442379,Null
158,0.0969392839121237,Null
