,proportion,category
1,0.0157894736842105,Observed
2,0.0102564102564103,Observed
3,0.0229357798165138,Observed
4,0.00862068965517241,Observed
5,0.00961538461538462,Observed
6,0.0144927536231884,Observed
7,0.00460829493087558,Observed
8,0.0188679245283019,Observed
9,0.0218579234972678,Observed
10,0.0140845070422535,Observed
11,0.00934579439252336,Observed
12,0.0144230769230769,Observed
13,0.0362694300518135,Observed
14,0.0135135135135135,Observed
15,0.0275229357798165,Observed
16,0.0101522842639594,Observed
17,0.0182648401826484,Observed
18,0.0152284263959391,Observed
19,0.0142857142857143,Observed
20,0.0261780104712042,Observed
21,0.0133928571428571,Observed
22,0.013953488372093,Observed
23,0.0125,Observed
24,0.0101522842639594,Observed
25,0.0153846153846154,Observed
26,0.0140845070422535,Observed
27,0.0136986301369863,Observed
28,0.0133333333333333,Observed
29,0.0239234449760766,Observed
30,0.0140845070422535,Observed
31,0.018018018018018,Observed
32,0.0103092783505155,Observed
33,0.0324324324324324,Observed
34,0.00995024875621891,Observed
35,0.0355329949238579,Observed
36,0.018018018018018,Observed
37,0.00952380952380952,Observed
38,0.00980392156862745,Observed
39,0.0179372197309417,Observed
40,0.0188679245283019,Observed
41,0.0339805825242718,Observed
42,0.0144927536231884,Observed
43,0.0140845070422535,Observed
44,0.019047619047619,Observed
45,0.0207253886010363,Observed
46,0.0228310502283105,Observed
47,0.00947867298578199,Observed
48,0.0127659574468085,Observed
49,0.0138248847926267,Observed
50,0.014018691588785,Observed
51,0.027906976744186,Observed
52,0.013215859030837,Observed
53,0.00476190476190476,Observed
54,0.00938967136150235,Observed
55,0.0247524752475248,Observed
56,0.0128755364806867,Observed
57,0.018957345971564,Observed
58,0.0204081632653061,Observed
59,0.01,Observed
60,0.0153061224489796,Observed
61,0.00980392156862745,Observed
62,0.0191387559808612,Observed
63,0.0193236714975845,Observed
64,0.0131578947368421,Observed
65,0.00442477876106195,Observed
66,0.0235849056603774,Observed
67,0.0297029702970297,Observed
68,0.0198019801980198,Observed
69,0.00900900900900901,Observed
70,0.0406091370558376,Observed
71,0.024390243902439,Observed
72,0.0195121951219512,Observed
73,0.0159574468085106,Observed
74,0.0205128205128205,Observed
75,0.00943396226415094,Observed
76,0.0261780104712042,Observed
77,0.0245098039215686,Observed
78,0.0285714285714286,Observed
79,0.004149377593361,Observed
80,0.0187793427230047,Observed
81,0.0287081339712919,Observed
82,0.00961538461538462,Observed
83,0.0230414746543779,Observed
84,0.024390243902439,Observed
85,0.0204081632653061,Observed
86,0.0246913580246914,Observed
87,0.0240384615384615,Observed
88,0.0130434782608696,Observed
89,0.0252525252525253,Observed
90,0.0149253731343284,Observed
91,0.00873362445414847,Observed
92,0.0100502512562814,Observed
93,0.013953488372093,Observed
94,0.0309278350515464,Observed
95,0.00869565217391304,Observed
96,0.0142857142857143,Observed
97,0.00873362445414847,Observed
98,0.0102564102564103,Observed
99,0.0242718446601942,Observed
100,0.0136363636363636,Observed
101,0.115633609832892,Null
102,0.114476753324664,Null
103,0.114048280044604,Null
104,0.113292066745165,Null
105,0.114165119410615,Null
106,0.115739017650608,Null
107,0.1145452350235,Null
108,0.113457539010821,Null
109,0.116252005453965,Null
110,0.114482112637032,Null
111,0.114464076456459,Null
112,0.114683648079722,Null
113,0.115069053255395,Null
114,0.113843165018334,Null
115,0.114078498076865,Null
116,0.115935569544108,Null
117,0.113462532891624,Null
118,0.114896714060917,Null
119,0.115643274175891,Null
120,0.114739688905146,Null
121,0.113501631070385,Null
122,0.114024875000203,Null
123,0.113943968704203,Null
124,0.115780904886794,Null
125,0.11421042907479,Null
126,0.114180337343706,Null
127,0.114515462707504,Null
128,0.113861024380687,Null
129,0.114209826172559,Null
130,0.114219363106778,Null
131,0.113345147227111,Null
132,0.1145914229996,Null
133,0.115841872088891,Null
134,0.114840995353262,Null
135,0.114517175919182,Null
136,0.114826708756206,Null
137,0.114189352497125,Null
138,0.11577646200743,Null
139,0.114248143233867,Null
140,0.114609860711175,Null
141,0.114764398520604,Null
142,0.114410021801904,Null
143,0.114088984759622,Null
144,0.114477682385239,Null
145,0.114780385758988,Null
146,0.113946890571277,Null
147,0.11481468915697,Null
148,0.114052643146265,Null
149,0.115249296109031,Null
150,0.114302595832162,Null
151,0.115325354851502,Null
152,0.114114759148342,Null
153,0.115182210248143,Null
154,0.115240224975294,Null
155,0.115489102067742,Null
156,0.113566371858412,Null
157,0.114692125468739,Null
158,0.115770953581142,Null
159,0.115025496370986,Null
160,0.115173936657925,Null
161,0.114432164403555,Null
162,0.114384946202919,Null
163,0.114864730619531,Null
164,0.112367823810954,Null
165,0.114055245574901,Null
166,0.114390729477586,Null
167,0.114821785368047,Null
168,0.115029576993431,Null
169,0.11305526308308,Null
170,0.115901842018383,Null
171,0.114568539182879,Null
172,0.115265189946769,Null
173,0.115060997038194,Null
174,0.115546677141282,Null
175,0.114216484480109,Null
176,0.115207945109464,Null
177,0.115772483665816,Null
178,0.114513907004818,Null
179,0.113216095532178,Null
180,0.114265374753199,Null
181,0.114160028396994,Null
182,0.114219777987702,Null
183,0.114576395408574,Null
184,0.114340635164704,Null
185,0.113421486979041,Null
186,0.11399985870233,Null
187,0.115134939732523,Null
188,0.113943637670604,Null
189,0.115602124704287,Null
190,0.114588340034123,Null
191,0.113783728212136,Null
192,0.115031791484801,Null
193,0.114631204571906,Null
194,0.116265043041935,Null
195,0.113493102011391,Null
196,0.114860718449882,Null
197,0.113478509153232,Null
198,0.115972675726307,Null
199,0.114895303377655,Null
200,0.114860990681132,Null
