,proportion,category
1,0.038265306122449,Observed
2,0.0279898218829517,Observed
3,0.0377833753148615,Observed
4,0.0287958115183246,Observed
5,0.0418848167539267,Observed
6,0.0443864229765013,Observed
7,0.0305555555555556,Observed
8,0.0328767123287671,Observed
9,0.0320987654320988,Observed
10,0.0380710659898477,Observed
11,0.0351351351351351,Observed
12,0.0241545893719807,Observed
13,0.0229007633587786,Observed
14,0.0564971751412429,Observed
15,0.0372208436724566,Observed
16,0.0228426395939086,Observed
17,0.0396825396825397,Observed
18,0.0413223140495868,Observed
19,0.032258064516129,Observed
20,0.030690537084399,Observed
21,0.0451127819548872,Observed
22,0.0433673469387755,Observed
23,0.0388888888888889,Observed
24,0.0301507537688442,Observed
25,0.0330578512396694,Observed
26,0.0494505494505494,Observed
27,0.0414507772020725,Observed
28,0.0421052631578947,Observed
29,0.0288713910761155,Observed
30,0.0417690417690418,Observed
31,0.0343915343915344,Observed
32,0.042713567839196,Observed
33,0.0630372492836676,Observed
34,0.0462724935732648,Observed
35,0.0483870967741935,Observed
36,0.0576923076923077,Observed
37,0.0463414634146341,Observed
38,0.0319410319410319,Observed
39,0.0346666666666667,Observed
40,0.038560411311054,Observed
41,0.0341880341880342,Observed
42,0.0390625,Observed
43,0.0530503978779841,Observed
44,0.0203045685279188,Observed
45,0.0536193029490617,Observed
46,0.0369458128078818,Observed
47,0.036745406824147,Observed
48,0.0440771349862259,Observed
49,0.0347593582887701,Observed
50,0.040983606557377,Observed
51,0.031331592689295,Observed
52,0.0558375634517767,Observed
53,0.0446194225721785,Observed
54,0.0492227979274611,Observed
55,0.0495867768595041,Observed
56,0.0350404312668464,Observed
57,0.0430379746835443,Observed
58,0.0303030303030303,Observed
59,0.0344827586206897,Observed
60,0.0516304347826087,Observed
61,0.0481586402266289,Observed
62,0.0367231638418079,Observed
63,0.0337662337662338,Observed
64,0.0369393139841689,Observed
65,0.0222772277227723,Observed
66,0.038560411311054,Observed
67,0.0464547677261614,Observed
68,0.0557103064066852,Observed
69,0.0426065162907268,Observed
70,0.0394736842105263,Observed
71,0.0216346153846154,Observed
72,0.0354223433242507,Observed
73,0.041343669250646,Observed
74,0.0335917312661499,Observed
75,0.04,Observed
76,0.0383631713554987,Observed
77,0.0434782608695652,Observed
78,0.0337662337662338,Observed
79,0.0343007915567282,Observed
80,0.0402010050251256,Observed
81,0.053072625698324,Observed
82,0.0425531914893617,Observed
83,0.0297766749379653,Observed
84,0.0443864229765013,Observed
85,0.0284974093264249,Observed
86,0.0426666666666667,Observed
87,0.0444444444444444,Observed
88,0.0285714285714286,Observed
89,0.0479041916167665,Observed
90,0.0413223140495868,Observed
91,0.0350404312668464,Observed
92,0.0410958904109589,Observed
93,0.0207253886010363,Observed
94,0.0394736842105263,Observed
95,0.0478723404255319,Observed
96,0.048,Observed
97,0.0405797101449275,Observed
98,0.0398936170212766,Observed
99,0.03,Observed
100,0.0334261838440111,Observed
101,0.134047781110939,Null
102,0.134480273478914,Null
103,0.133784846065212,Null
104,0.136203448782878,Null
105,0.134345526385715,Null
106,0.134840390244289,Null
107,0.135756879097827,Null
108,0.135561919953101,Null
109,0.13456125039697,Null
110,0.134267129933382,Null
111,0.134544019430542,Null
112,0.13460983018599,Null
113,0.133972541060385,Null
114,0.136933858081677,Null
115,0.134285185313033,Null
116,0.133697664855799,Null
117,0.133862335375443,Null
118,0.134662267254204,Null
119,0.134857889976134,Null
120,0.135014781719267,Null
121,0.13495833582031,Null
122,0.134116884549766,Null
123,0.13500136457153,Null
124,0.135147226271678,Null
125,0.136034127927773,Null
126,0.136551768782376,Null
127,0.135625705655016,Null
128,0.135672553204679,Null
129,0.135745380834238,Null
130,0.134265415887528,Null
131,0.134655127758935,Null
132,0.132740192140939,Null
133,0.135808599699759,Null
134,0.135350575950168,Null
135,0.135509521818377,Null
136,0.136007303634558,Null
137,0.134514719543502,Null
138,0.134451963523309,Null
139,0.136599155337001,Null
140,0.134237565491722,Null
141,0.135818907849872,Null
142,0.135104499390139,Null
143,0.136419355148806,Null
144,0.135007899676726,Null
145,0.134653447281826,Null
146,0.134052064591352,Null
147,0.135252887687225,Null
148,0.136501375729633,Null
149,0.135590227787035,Null
150,0.134368995973818,Null
151,0.135536289680832,Null
152,0.134301415018585,Null
153,0.134277776851882,Null
154,0.13656047520464,Null
155,0.13518543398641,Null
156,0.135457753570413,Null
157,0.134402322391268,Null
158,0.133820440045352,Null
159,0.134691606961222,Null
160,0.134421009336144,Null
161,0.136846789060855,Null
162,0.135285906367025,Null
163,0.13601354293409,Null
164,0.133984238730682,Null
165,0.135577371263717,Null
166,0.134659710946223,Null
167,0.133961323218748,Null
168,0.136419188378008,Null
169,0.134068584252003,Null
170,0.134277728846576,Null
171,0.133374233479038,Null
172,0.13503173854381,Null
173,0.135824406356219,Null
174,0.135056005452105,Null
175,0.135108309197498,Null
176,0.134765466110646,Null
177,0.134902681234849,Null
178,0.136060123497047,Null
179,0.134586416537794,Null
180,0.13399373728181,Null
181,0.135839393781916,Null
182,0.133909453242351,Null
183,0.133419325646495,Null
184,0.134661745160855,Null
185,0.13435326453515,Null
186,0.135331238642087,Null
187,0.132797249914954,Null
188,0.134924028269171,Null
189,0.137242626623678,Null
190,0.136272209324419,Null
191,0.134810463977105,Null
192,0.136034250716639,Null
193,0.134482867737774,Null
194,0.135651276963611,Null
195,0.135055324069801,Null
196,0.136182966502954,Null
197,0.135927642534339,Null
198,0.1351182230294,Null
199,0.133888209754046,Null
200,0.134976666187848,Null
