,proportion,category
1,0.115384615384615,Observed
2,0.138888888888889,Observed
3,0.2125,Observed
4,0.0789473684210526,Observed
5,0.158730158730159,Observed
6,0.176470588235294,Observed
7,0.075,Observed
8,0.126582278481013,Observed
9,0.109375,Observed
10,0.162162162162162,Observed
11,0.108108108108108,Observed
12,0.072463768115942,Observed
13,0.157894736842105,Observed
14,0.144736842105263,Observed
15,0.126760563380282,Observed
16,0.132530120481928,Observed
17,0.153846153846154,Observed
18,0.174603174603175,Observed
19,0.0882352941176471,Observed
20,0.121621621621622,Observed
21,0.123456790123457,Observed
22,0.118279569892473,Observed
23,0.1,Observed
24,0.150684931506849,Observed
25,0.128571428571429,Observed
26,0.1,Observed
27,0.121621621621622,Observed
28,0.121621621621622,Observed
29,0.130952380952381,Observed
30,0.0857142857142857,Observed
31,0.163934426229508,Observed
32,0.19047619047619,Observed
33,0.129411764705882,Observed
34,0.194444444444444,Observed
35,0.136986301369863,Observed
36,0.0833333333333333,Observed
37,0.0985915492957746,Observed
38,0.142857142857143,Observed
39,0.112359550561798,Observed
40,0.133333333333333,Observed
41,0.162162162162162,Observed
42,0.0933333333333333,Observed
43,0.138461538461538,Observed
44,0.131578947368421,Observed
45,0.119402985074627,Observed
46,0.166666666666667,Observed
47,0.121621621621622,Observed
48,0.173913043478261,Observed
49,0.138461538461538,Observed
50,0.112676056338028,Observed
51,0.140845070422535,Observed
52,0.125,Observed
53,0.140845070422535,Observed
54,0.142857142857143,Observed
55,0.101449275362319,Observed
56,0.150684931506849,Observed
57,0.140845070422535,Observed
58,0.12987012987013,Observed
59,0.1,Observed
60,0.125,Observed
61,0.147058823529412,Observed
62,0.126436781609195,Observed
63,0.109756097560976,Observed
64,0.121621621621622,Observed
65,0.142857142857143,Observed
66,0.0857142857142857,Observed
67,0.0641025641025641,Observed
68,0.0958904109589041,Observed
69,0.0919540229885057,Observed
70,0.133333333333333,Observed
71,0.0945945945945946,Observed
72,0.142857142857143,Observed
73,0.0857142857142857,Observed
74,0.12987012987013,Observed
75,0.166666666666667,Observed
76,0.0857142857142857,Observed
77,0.142857142857143,Observed
78,0.148648648648649,Observed
79,0.0945945945945946,Observed
80,0.12,Observed
81,0.150684931506849,Observed
82,0.138888888888889,Observed
83,0.158730158730159,Observed
84,0.121621621621622,Observed
85,0.1375,Observed
86,0.0909090909090909,Observed
87,0.138888888888889,Observed
88,0.207317073170732,Observed
89,0.0958904109589041,Observed
90,0.103896103896104,Observed
91,0.17741935483871,Observed
92,0.17910447761194,Observed
93,0.157894736842105,Observed
94,0.102564102564103,Observed
95,0.131578947368421,Observed
96,0.0909090909090909,Observed
97,0.111111111111111,Observed
98,0.0823529411764706,Observed
99,0.154929577464789,Observed
100,0.157894736842105,Observed
101,0.0871076318770586,Null
102,0.0885011748295056,Null
103,0.0865993331798752,Null
104,0.0900477564777433,Null
105,0.0878700265393033,Null
106,0.0889782539537621,Null
107,0.0880606681434683,Null
108,0.0880653998177039,Null
109,0.0889130878036244,Null
110,0.0882893558835795,Null
111,0.0876535590294133,Null
112,0.0882285095521843,Null
113,0.0878815062414216,Null
114,0.087742833900478,Null
115,0.0888334660402583,Null
116,0.0886895639516126,Null
117,0.0879483029250004,Null
118,0.0886057551067923,Null
119,0.0891367908127473,Null
120,0.0879297791873098,Null
121,0.0880435290798828,Null
122,0.0872329731501492,Null
123,0.0868607751668165,Null
124,0.0883457750389115,Null
125,0.0891732629885089,Null
126,0.08900736488519,Null
127,0.0879374986950626,Null
128,0.088789205779136,Null
129,0.0875836657412752,Null
130,0.0886745887670325,Null
131,0.089878679053222,Null
132,0.0894983192217787,Null
133,0.0878005463654529,Null
134,0.0879189665249782,Null
135,0.0877968480835221,Null
136,0.0885017178994235,Null
137,0.0887306258600871,Null
138,0.089107739841667,Null
139,0.0865345587406931,Null
140,0.0887541230166872,Null
141,0.0886477982333228,Null
142,0.0878566873785229,Null
143,0.0895636019940761,Null
144,0.088129656323116,Null
145,0.0891859470436436,Null
146,0.0887804948234527,Null
147,0.0884602575742305,Null
148,0.0885569735837165,Null
149,0.0896330932805766,Null
150,0.0870847678999001,Null
151,0.0888885550063069,Null
152,0.0889191642662946,Null
153,0.0890930924471901,Null
154,0.0884507540656077,Null
155,0.0885026595644319,Null
156,0.0870845586501868,Null
157,0.088269319856546,Null
158,0.0879869050922543,Null
159,0.0879567717267865,Null
160,0.0878313838838224,Null
161,0.08732762040662,Null
162,0.0875466403886915,Null
163,0.0881860557843971,Null
164,0.0893758842117277,Null
165,0.0887978832000838,Null
166,0.0882674491450251,Null
167,0.0884238292872547,Null
168,0.0886833799819313,Null
169,0.0872180360892373,Null
170,0.0886197419026218,Null
171,0.088627511377012,Null
172,0.0872482100852167,Null
173,0.0884076454450723,Null
174,0.0870456142624027,Null
175,0.0879306195265214,Null
176,0.087138616523625,Null
177,0.089005935390374,Null
178,0.0877591722689141,Null
179,0.0877724114585769,Null
180,0.0882432897193401,Null
181,0.0881548842985341,Null
182,0.0886059660276544,Null
183,0.0904671269771139,Null
184,0.0889475960066932,Null
185,0.0885647733146664,Null
186,0.0877626390787174,Null
187,0.0889591937194509,Null
188,0.0875299566960738,Null
189,0.0874618603570136,Null
190,0.0887158353246588,Null
191,0.0883488457622646,Null
192,0.0887557778083691,Null
193,0.0885498962823028,Null
194,0.0875943916106028,Null
195,0.0879533214389436,Null
196,0.087992446002083,Null
197,0.0872238817165831,Null
198,0.0874839763292287,Null
199,0.0887819910444471,Null
200,0.0875395604590415,Null
