i,asc1,desc1,tranSAF,tranRo,p
334,22.9733601462651,20.5142157029053,3.523906689903,4.15316561568806,-108.15401146691
335,21.5493194890074,12.3913054333611,3.07726398046004,4.50836017864789,-108.12091592886
336,20.0517522840152,14.1739272505336,4.14937429465246,3.86995335810943,-107.934287013769
337,16.5074752988075,13.9591988613379,3.87116779098877,3.95717236119383,-108.095804740943
338,14.2038249918488,13.3430672604022,2.05354057231231,2.81876812935581,-108.660988544071
339,12.6588573918289,12.1580518398543,4.48250535701546,7.8624933168093,-110.155308397064
340,28.9729395771694,28.3525570653525,2.45994246531323,1.85278785525699,-111.653709750951
341,27.3959778188605,23.1908029791856,2.04158787415873,3.30064060237574,-109.281087618703
342,25.334009118473,21.8658131394918,3.96627647095898,7.49735017087605,-109.470790887524
343,22.1097831854564,9.79190518264044,2.94921960787305,4.70894814323503,-109.463556896815
344,15.3862066136692,22.1235246149997,3.4177635719,8.52280555511264,-112.098216732871
345,19.7633604126302,19.7971540414111,4.34978207996051,3.24766726080992,-108.695979661653
346,23.0151103967415,17.0624676137861,1.21283854452027,1.64096842350522,-109.156618350307
347,22.8428481016758,14.6073955212281,3.07230438679045,6.33610666117113,-108.271640144281
348,16.1119594782729,11.1636472287045,3.32651008218214,5.68473006058162,-108.712213122251
349,17.1481018082032,18.4530430460856,3.18095269159444,6.0474504899917,-108.456249174435
350,19.4224673605413,13.2461612468073,4.84960162045753,6.97755499624955,-108.441300740041
351,21.0761300568352,16.5862305288799,4.30133431744854,3.01090625070095,-108.277032407801
352,18.4364542868985,15.4518937677733,2.63819936015196,4.91506455914454,-107.626254363124
353,16.8793975561232,17.3627935529812,2.47293707172311,4.34198299048332,-107.883438011304
354,20.4289111873317,15.7510244172176,3.92761229769672,5.56875140649953,-107.754185722638
355,19.8743147565422,16.038658749581,4.36737490306145,6.26332537470255,-108.00436728871
356,21.1943213426593,13.9648678668354,3.80046338856058,7.24502060689709,-108.328140126751
357,19.8578051587156,14.6476216398506,3.71049298589709,6.04399603292362,-107.844418417398
358,23.7063062255727,21.2619828379432,6.79010450303075,8.30643552251374,-110.514960886691
359,26.2064960930228,14.126108780084,4.57916494324116,4.61745820511007,-109.428028181303
360,16.6479545696057,15.5152010220153,3.48700195669701,4.50782663381799,-107.840955615207
361,11.183755358462,11.2648783517771,2.22505212883709,3.34629715793625,-110.252350241915
362,24.8992923656985,24.4382701912646,4.6210010450036,9.27010378072717,-111.173157016059
363,25.517014002656,23.7770989361455,5.78865569135083,9.45192329111529,-111.339221302376
364,30.8407658083803,18.9001667290554,6.18730370557958,5.67633709227208,-111.346119989514
365,22.6665537402967,9.18197718589364,3.98000587268946,8.15416720180917,-110.63906233523
366,15.8013695446718,16.8289131874807,3.7999165434551,8.49327410510759,-109.39768789728
367,16.7714439692966,12.0661307937267,4.8521250640991,2.54750780924618,-109.718513339507
368,15.7419941344936,12.298546798742,4.93479501719793,5.58604795886231,-108.8696488995
369,17.8987868778796,10.0415424988193,5.17017059502334,5.77202523254921,-109.242599154161
370,16.8032856123653,12.9559036017936,2.08029465911864,7.80081822964372,-109.544878874997
371,12.9369433782879,13.8480789837886,2.23247848475661,4.95705215493999,-109.005142284764
372,21.3005048573442,16.8458948289754,6.75826740867925,4.35656892910965,-109.445544324245
373,25.6374499567833,21.2211932555523,1.90933351733723,2.9199443034105,-108.675340862391
374,26.8675595435979,17.2305863914838,2.13310436354382,0.483468857356812,-111.691405998236
375,25.4711670836054,22.3584801813453,2.47522657810749,4.19972676741702,-108.698168678931
376,17.8557370963037,12.0773099980864,2.20619051126167,3.23746219546782,-108.139413892842
377,19.0238985348546,22.3167536774074,3.24270160611934,5.87604659757828,-109.445853421396
378,22.8742531705608,16.7687800291983,6.19061183943716,8.76179362005637,-109.428659366711
379,18.6911852282819,16.5900583660055,5.11124728936416,7.49568013440463,-108.683584815876
380,25.55715634113,19.7043234284416,8.3844521338387,3.37559468621444,-112.111006720677
381,23.9951060194875,18.7333177592463,5.26451496288664,10.6393458628733,-110.171899096146
382,22.5777251149709,21.0050366290297,6.36959751099957,5.40204763192675,-109.785284086364
383,17.5630537673964,16.6523544576396,2.85340687631719,2.57267829123657,-107.998334504307
384,20.8572424221176,19.0654335350503,2.32157858612272,3.01879500187876,-107.783831994626
385,20.6740925635556,15.0971064098627,2.02285204780085,3.20219115295562,-107.686306992482
386,17.5141373850037,14.4792422043336,1.89625545005951,2.50409427099381,-108.037328260103
387,21.029068030869,16.3980550635996,0.890687299459945,5.39286453707298,-109.873005543397
388,25.2371219636577,25.1698258371615,2.78490316657781,5.58078582003246,-109.866729200165
389,25.9847486050013,16.8512356477487,2.27251097150465,2.64306560785862,-108.756308601043
390,17.3515357322307,21.1469622202911,2.33841891628369,4.52798033579393,-109.021312607977
391,18.2359588499856,9.30932107751544,2.26924614750931,3.93523122314536,-109.143637669621
392,14.9377446399582,9.35290463975169,2.30816554803843,6.85066126566324,-110.481499644774
393,20.3413188155762,20.4969667800401,1.87246193053203,2.8187254479883,-108.241171963177
394,23.4680213396766,13.5401471078539,3.63672536363656,11.9397724999981,-110.956516454291
395,19.0568654739372,13.8930588942841,5.89676997186666,1.92357081564803,-110.873415264369
396,18.9119487471317,9.7551167777464,6.58342146007634,10.3803390050115,-110.743225942576
397,17.2017752709283,10.7362826968858,7.10536079512639,4.20079241481514,-110.586573938973
398,24.506520839024,14.16296919028,4.90398805103229,6.24298674050575,-108.907895650719
399,20.6354195660747,18.713002405104,1.42032796257574,4.95377998764722,-108.633040372857
400,21.5662838687999,10.6550733783883,4.3887833601399,5.61818120687164,-108.982900040885
401,18.9386548965807,8.84104070382361,4.17737197102914,3.41455529192694,-109.769671257384
402,17.2643827308636,16.5405369207967,3.88543297135162,5.97398281498015,-108.114162616254
403,17.661667406514,17.3767428557753,1.91291724101641,10.8947767491997,-111.420574075808
404,18.2129626651685,18.913830303469,4.97977404178811,5.70494273915931,-108.835824713151
405,14.9200198054693,12.0947348756504,5.50859363446052,7.83385913448143,-109.687216426129
406,20.1893652542789,17.1146191161594,7.19604726525169,7.75409960927739,-109.701243800309
407,19.845575283588,13.9400579890629,6.71038090576826,7.85575685955285,-109.300816623388
408,20.36515947362,17.256362218574,5.28764698457159,3.01676351626508,-109.005872604131
409,18.3443059815223,14.3528302532274,5.57326246506695,6.5221806580498,-108.60475377376
410,23.9324304427611,19.5287499713619,5.80820335913161,6.67839937280379,-109.21807893582
411,16.936122965511,11.1159165078086,2.87188496480861,5.41670899303226,-108.557361371796
412,19.0415000727662,10.4042294050716,4.15481088864916,2.52741654792473,-109.553465467951
413,17.1306555221224,19.4986218996525,2.95363616519705,3.14858870417903,-108.444789782966
414,17.5109860256999,20.2157935387106,2.94424857544548,7.64440613188283,-109.656682016902
415,23.7516378628715,18.527866345551,3.56473095133311,8.22762541956054,-108.976245294691
416,23.0273798734179,11.1839178650271,3.86075566411226,9.31591934914632,-110.190072064521
417,20.5106536805086,19.2908847207558,5.02812860418947,12.5129533462056,-111.181743642258
418,20.3400449404412,13.1772191290296,4.66761863163831,8.1747710220228,-108.756122156653
419,22.4765084378762,17.3352324442494,5.76259783113257,3.43468250350989,-109.188069402378
420,21.9965692216149,19.2493356745164,6.87180791251801,2.62337634475448,-110.999667672148
421,27.8007815003133,19.8413707356413,3.439356351621,6.89993734876192,-109.488437736176
422,22.8963722078194,10.4497089246285,9.23225550472509,7.06655408367967,-111.689062727644
423,13.8366039697635,16.0554385472205,3.58466768949612,7.63439977311333,-109.588675444233
424,24.2196198888718,15.6769001758177,3.26465751018961,3.82457152874891,-108.098339712167
425,20.1609390764704,16.5512991745779,2.76442318863148,3.9822465105081,-107.452616659802
426,20.6633618940695,17.4078524315987,1.10288316985224,6.2031119021811,-109.807392315858
427,12.3473499213832,12.4927913761151,5.65459506785932,5.6996515976206,-110.308692257062
428,11.8393106895173,14.9062388484794,3.0009175911422,2.29124859137954,-110.013606571402
429,23.1070012188227,20.45135058887,2.28669229361337,4.50519656933311,-108.156036552516
430,27.0616813517991,20.3436274926762,1.96642187994095,3.07162413755712,-108.909158681016
431,22.3735188760635,13.8187472268023,3.88000055358368,4.55256624141625,-108.047081867698
432,17.4537447524891,13.5058326777542,1.94011405947711,4.1488248345798,-108.005389158918
433,14.310915643493,13.3104358953674,1.86300582227317,2.68372229842154,-108.738721031507
434,17.6245338844728,12.6184768339727,4.72088264516632,5.11065895550038,-108.390450664763
435,8.8399814472941,16.5507634913136,3.96128030370374,4.32349543430961,-113.168392320706
436,33.3528799754704,28.4116310496963,4.38634478720083,4.73678465335274,-112.454970200279
437,30.4857237827366,13.7717923916432,4.3946169277173,4.85233310503537,-111.950817568696
438,11.7478912414253,10.9501835099132,1.17654669882752,2.56382658341141,-110.958578541305
439,24.8696931215419,24.1943153327149,3.29264001862876,2.40382852278978,-109.684993313407
440,27.4150191020241,23.916179935759,4.20799166040709,10.1440118801385,-111.467476177893
441,25.7481190173387,14.2312753449085,10.4874472061956,7.67410561408466,-112.3189415954
442,25.5063384300695,24.4922917443146,3.68967706831506,5.6581096116324,-109.683799257873
443,25.7894792163188,18.0040492636682,4.21049326599349,4.97232453699721,-108.565243611975
444,21.0162607490212,19.8800339526898,1.64720347859532,2.45073321623803,-108.278268989279
445,17.8924655874898,10.7353271651639,1.66354620218208,4.67213769767052,-109.060891113784
446,20.4520105040867,18.248244522361,4.41479182704213,4.38716734812018,-108.075859267021
447,18.8785146101011,16.3120167127814,1.57876046641119,6.51165867975898,-109.027214874157
448,14.6785706652022,16.5350779219398,6.14076208410717,2.53037871995135,-111.121476799904
449,17.4784675294261,13.8047833730466,6.5287544066977,8.93293256267626,-109.683841084205
450,18.8681607031259,13.4373292660166,6.95703535175323,7.28232301649234,-109.421225550681
451,9.79992771845665,14.3740049095873,2.28400780721142,4.77629600702828,-110.933297411335
452,14.7513700945159,17.2133221613892,3.30342786272317,4.64880716937629,-108.568359109251
453,25.766387286124,16.4790712347205,3.97357036373615,9.17990070270994,-109.748420107251
454,21.2261830067774,19.3121247024826,6.18866353194208,2.77997820906432,-110.230727537135
455,30.0664159120119,19.2092746363111,2.6894938503913,2.41831405501908,-110.320897145542
456,22.8310292298542,13.7904373480804,2.481677749248,3.81882354413654,-108.085537739082
457,22.6983817567347,15.7331024632101,3.41296512659113,9.20109504894452,-109.224511430116
458,27.7816888209654,21.190057217036,8.78603121911596,6.68774014210854,-111.966193970287
459,28.1391939636851,18.8459042056568,12.6215525637711,6.56871067971064,-114.624559738172
460,25.6223630997147,24.1826463032286,5.002868499649,3.62579872460768,-110.201954160352
461,16.4275788794662,18.9993661904327,3.0780675171573,4.38019837377153,-108.44208132162
462,17.6910910258015,16.7959215580061,3.02760800296852,7.32192016231557,-108.504269407957
463,21.0144967732603,14.9743601410857,4.6622264783723,2.76429511605676,-108.728918696197
464,22.6106268056945,14.9697114759663,1.21310624594644,3.01432255323746,-108.683077762702
465,23.7315664624472,17.7503711191895,2.54357983483366,2.93029899813967,-107.951214762215
466,16.4846687660915,17.0580255627093,2.53346429262502,5.19778655859581,-108.095716587342
467,24.8712191399807,19.8133471726393,3.50996170336567,6.35168523584801,-108.593476666673
468,24.4336552874916,11.6628845479981,8.72315375958147,7.59808614627649,-111.396764838035
469,21.0084112301177,16.2230267308056,1.44370732085022,6.24494372417537,-109.141020774985
470,14.8301039455157,14.5064142020722,5.78109326606952,5.06652434814353,-109.349593384112
471,25.1022868486928,15.1658009742899,3.43682038568795,3.63342556919915,-108.529166067062
472,14.5198368866006,15.1699435649141,3.46597130332199,4.62942300602569,-108.351356754372
473,18.6525454964736,14.068129873161,3.03319071319783,2.52837740840532,-108.062475175069
474,24.1847315300651,13.5187163185179,1.79180207293901,4.62488670560279,-109.109709373621
475,23.5880038354782,21.7988879972838,1.43910085509742,1.30285585009565,-109.859615737591
476,24.5582140223706,20.2814420403986,2.6456661594719,3.95950758459548,-108.143179791316
477,25.1311974724743,22.6960770962729,3.16148088825081,3.03498554662448,-108.888850005442
478,23.017031674613,24.7487700073082,2.41520977395293,4.05147539589151,-109.423797824623
479,22.1279212108407,21.1734433032268,3.54309830595066,5.01004406828733,-108.38199964101
480,21.7212810219646,16.5555832725815,3.38423243020021,3.98490120954229,-107.605883096527
481,21.6454481910975,20.1467760571729,4.32517072900192,5.51936012927355,-108.43983304077
482,21.6203002253774,16.1883157652423,3.73078316449145,8.46773318219219,-108.705114642938
483,25.1273359305372,17.7727386128142,6.02643204849951,3.07426701735551,-110.080851150374
484,25.1483865216236,14.6131449701998,2.26314013830185,4.63040224996823,-108.797304381761
485,28.3183189586384,23.783298324011,4.70902091623647,4.85446515227664,-110.086708191598
486,20.3253642079923,21.5724851138343,4.86521075537156,4.72878441343202,-109.25329878707
487,25.7699675955153,15.7719570306718,4.08784775721891,3.84388130865739,-108.819317362258
488,14.3627314304481,14.8085445580063,3.49508322158814,5.5211830703671,-108.510784195054
489,11.8121536788534,14.5385639128469,5.57170325112578,4.30943346354144,-110.708024062035
490,17.3228012366003,11.5907019507845,4.8807898869701,4.78384035565746,-108.743214245933
491,16.102672324993,10.1877956873925,2.65600192290211,2.46163321230611,-109.331076206529
492,14.6685972345144,16.757672485765,3.34233942575951,2.44436416709015,-109.016111609227
493,26.6133195118362,13.965173078501,2.18157723494527,3.05719788188171,-109.688194488194
494,16.8009896206406,13.7343405698648,3.48958020645491,5.62226032998341,-108.029898709986
495,21.9909828220284,15.8120045335208,2.68461004162342,4.11783295237377,-107.595884125907
496,18.4982930566128,10.9112378252949,5.3018419075979,11.1900341424773,-110.485770165637
497,17.4922899745998,13.7285584428485,6.10172590539564,11.3102368064927,-110.37543850598
498,22.3117133044386,13.2124465426911,4.72201271000607,9.20300023895853,-109.325543151665
499,18.5557365886178,17.2275785427836,4.79058716906201,8.10137683848335,-108.888275051643
500,20.8235757114043,20.4908347204278,5.86676428246976,7.48349845020591,-109.73747526479
