i,asc1,desc1,tranSAF,tranRo,p
136,22.0417926750077,14.7901767386395,1.74184150953831,3.56269973585446,-108.050541627209
137,17.6804036332739,15.341369897659,3.52981945580147,4.99763135883493,-107.730247144978
138,18.4759480912045,13.3565076619883,4.69710198502729,4.04221680238506,-108.311688195653
139,15.9300936483717,16.5458852747341,3.56805891513532,9.73833694625638,-109.896562417249
140,19.8270343225893,19.7089022842657,2.89498027227798,0.299043038918553,-112.125776364322
141,25.7333428577104,20.8286550878171,2.94700701777992,11.351345325398,-111.425653780733
142,25.9781087371432,19.8622006014993,2.54371512058006,11.5440431971574,-111.770798112225
143,22.6252049007858,16.8926249221238,5.22665605593902,5.38233582688687,-108.389494827375
144,17.8481246710548,11.2164664757618,1.62117884482199,3.10768773815494,-108.694349637145
145,19.414856803019,15.677592507148,3.1199855845626,5.96207309939351,-107.780524656987
146,20.3314779141846,15.8045868379866,3.72403244825563,3.15773505711961,-107.863658383454
147,20.5162631059384,18.1039937406605,3.50310980738187,5.71354484426482,-107.873237621613
148,27.7238414563128,30.104308957793,5.50240316924344,10.209062324887,-114.694304227008
149,30.0851701521345,22.4378808066253,4.65907599104762,5.00578464240253,-110.315326974576
150,28.2484067021235,19.1207496916558,5.00803334293769,5.04084085047878,-109.660745656413
151,24.5639155049954,19.6559891886455,3.84713621481898,4.01866726461788,-108.295411003938
152,17.5510256684256,18.410511667953,1.73038492507371,6.09762021863789,-109.006679645532
153,20.1912909662942,20.1168864846263,1.64092912149037,6.20234268226993,-109.258226648993
154,19.6956567989194,12.251841072013,1.73283747278974,1.58221563049092,-109.203347618387
155,17.8163522536858,11.7183922815885,3.18611690604244,8.74386593813944,-109.447497533084
156,19.9222693231356,17.3995812635776,3.43514492045936,4.81034282950769,-107.633134978221
157,23.2864323391236,15.594109413151,2.99599363683601,4.11041224662332,-107.831654831629
158,17.5422306959619,15.3379167734194,2.85452375693586,3.47857974107303,-107.643892255449
159,16.1778130665518,18.6278818804067,3.03403936195698,3.42016113717287,-108.413212153379
160,26.915546443968,18.1925776764814,2.10209980345978,3.48705562861253,-108.820404818744
161,24.0693689612444,25.3145398854027,5.95959687662743,4.89941513760868,-111.154160196684
162,23.4789820249003,10.0325467841716,5.0421869449539,9.38627782737609,-110.771332009001
163,19.3108379185182,12.8998006280502,4.16654414519768,10.9929272905097,-109.964102457219
164,19.4543563007059,11.4420945642376,4.87826198792499,10.7233823924141,-110.083712607804
165,17.2588255726806,13.751181361785,4.68415034818756,10.8202465246689,-109.936855559781
166,22.6358632637797,14.3911561924179,5.17927835822594,6.94475971846748,-108.634152476568
167,23.6454645726101,14.8318101238688,4.32061979102869,6.3121153479792,-108.424704366011
168,19.0913599805232,12.3206493160971,3.96871582831112,4.85477886191949,-108.06743847745
169,17.7791112029623,15.4469215054859,1.65671506547697,3.75260680547605,-107.918929876322
170,11.9287260319644,13.7219218862627,2.862079544428,5.12833734615889,-109.396285857684
171,26.0413193883947,22.0107218900669,3.41673304272487,6.25130552900273,-109.133726762599
172,27.3190667301386,22.2089451867614,3.8113494898096,2.4804122242962,-109.762685045292
173,22.0455047754137,13.6695429280953,1.88862464644473,1.50688255687112,-109.202563102913
174,22.1721793476367,21.5890279584854,1.14030151586935,3.41082657152928,-109.109294250459
175,17.6664309675615,16.2757937484354,2.51275799973405,6.38410153904894,-108.228647767534
176,16.7743248427522,14.6347104846907,4.49349273034903,16.8730836950983,-113.270075522089
177,19.7416438191446,17.9852736486583,4.4105627616448,10.5809917349694,-109.883210358764
178,23.6076796796329,17.0532109575567,7.23686326127119,5.02216352488868,-109.814538348565
179,16.2897317902677,11.9728402104372,4.28701999757283,6.89703383695667,-108.834600055814
180,14.9836113373655,13.9433764237206,3.67059395175156,4.49547508518132,-108.289987073855
181,22.39933409591,20.4713655227968,4.80533304297621,8.47842390574037,-109.502203999939
182,21.9253324837798,14.7463602483467,4.17190711329428,2.36666839357157,-108.850895860358
183,22.1338655263582,15.3197929123509,5.30580307380064,10.5668994364203,-109.716921142125
184,15.9019786859032,16.6779411868431,2.00287373632024,8.07049299342285,-109.804171852137
185,26.0841933196164,15.2576840000707,2.49991651976861,6.58978689244062,-109.491730320204
186,23.9973095902588,18.6714571352871,4.75674390403061,6.32880804459773,-108.580707599615
187,24.6060707265305,20.1895791643461,3.89244373191465,6.42606519799103,-108.668345990828
188,21.1997537242272,17.6602236662916,2.85507396008561,9.22964828193379,-109.384409573797
189,19.747451321368,14.2463218755209,6.52665901910761,10.7489063089487,-110.060606403601
190,16.7225494626481,15.8171043906732,4.74804345218039,7.15464804075234,-108.687507975967
191,28.3336704314242,20.6705657986001,4.29274758481785,2.97964271934969,-109.867336361764
192,22.503740897769,20.8977771523038,3.89518247864238,4.10780143189218,-108.375402752286
193,19.4965057915616,18.5121507979999,2.4223477261849,3.34937958281519,-107.692608259743
194,18.1560203012069,19.4703273955491,3.52980391235239,9.40891340790079,-109.988637594702
195,17.5036540126321,16.3096645931176,4.97107351289484,5.70418878815484,-108.403855120289
196,19.730364259326,15.5801105753022,4.90116708289741,6.66900042788711,-108.253371018156
197,16.4723362470796,14.9633920019394,1.54954330937991,7.22338908199359,-109.711838153171
198,18.1770579543005,19.3033281441946,2.22743061089053,5.22700376938578,-108.373487202619
199,21.1759614403042,15.4780525759165,1.4622189775013,3.15728177948174,-108.070874489601
200,22.2277037779827,18.9029758977872,5.496806651319,4.4578943513266,-108.796041941244
201,20.9715542898327,11.8681992870424,1.74663364626448,1.99176964319847,-109.081777328831
202,9.00031455978759,12.8676126395379,1.57989761126085,6.47705986979495,-112.721198362863
203,24.5306686412233,17.1448851077375,8.71572163123731,8.31325840626996,-110.861764698416
204,20.3487003437961,13.6190966272826,6.22034615841456,6.65299851248792,-108.90808211068
205,24.912332508051,13.769169586926,10.6259939314984,7.84025611305882,-112.221019806051
206,14.559845144192,16.0035244516296,11.7499066752443,9.28641159755746,-114.374339359765
207,19.2050120962575,14.0993844645309,9.41376881348216,4.97605259365886,-111.303148591815
208,16.5141316685991,10.7874980761784,3.40942163803917,4.95957137203641,-108.641013926815
209,17.7107247560057,16.8307405769901,2.99799376595317,5.39841359638472,-107.836564752808
210,17.4844712328902,16.8528662925804,5.08095220206414,5.70722409660039,-108.540321111202
211,23.7618957429371,14.1201520363256,9.14581196626147,5.45572432295726,-111.260560767395
212,22.2896304055169,9.9192355435298,3.56402917097425,3.42257428937001,-109.647200938544
213,18.7492632499495,13.9901945790911,7.00006267234539,12.6433879788285,-111.049928878889
214,17.2476195940392,10.7883563108746,7.31519166709028,5.7284552023294,-110.281455806556
215,16.2458868838368,14.3919693611941,4.10661061962446,5.93502967252959,-108.246292498802
216,16.0960409939935,12.5038196197273,6.94642301676435,9.91722086520245,-110.503524397998
217,17.8254424749925,9.03719784576767,6.27290607236461,7.6138504269286,-110.291097201587
218,19.4196469294996,10.7106251157899,3.07293260643092,7.95377758578723,-109.387784373061
219,18.8218182268507,18.9936265810138,3.33499208532937,7.13856206049745,-108.669741942206
220,17.4973915617793,18.6678282192534,5.21312102151151,3.69266902561373,-109.217912051471
221,14.3118758903082,14.4922257785834,2.65600754900552,5.28983797766375,-108.461629454288
222,18.4370020299131,13.7738743259091,3.21592915746072,3.46680738297611,-107.764876177115
223,20.8884590361642,16.7087959369772,1.99978066033297,3.41755478488828,-107.619856644863
224,22.244770354237,18.3315458001083,3.13166593650338,3.3031140369761,-107.770685123853
225,17.6349999528645,18.3672637265159,1.67098140858915,8.86593728271095,-110.689278242585
226,17.0776174130794,12.0367924660734,7.77277852520383,12.4922328576413,-111.603236210164
227,22.9655284074337,16.3488830745111,5.54797612352342,12.8906277760029,-110.900660065978
228,17.5428534278408,9.5964092139407,3.37536552344454,14.8992203187983,-113.428924897061
229,14.7944854819821,7.43819667536258,5.53237645723102,10.5872909490205,-112.55142638855
230,23.5055959851548,15.8543162280748,5.90710492292946,3.82408467663234,-109.251736639866
231,22.8728969034874,15.5810362884969,4.74903843168556,4.30525082873912,-108.286090878465
232,29.1220645742893,20.9581264107801,6.61443041712018,6.65072036266464,-110.90379995612
233,25.4446632526894,21.4948983177333,6.52180807246786,7.00135143659528,-110.232232505405
234,20.4324523670961,14.5115858839398,6.38522152727515,11.3227109095365,-110.218277350695
235,17.6543558864194,16.8585930771089,4.09337455329829,7.90757112188232,-108.740832413444
236,20.5952187278104,15.834934713407,3.50561369668092,5.85949583349187,-107.751748058463
237,12.2205862651443,19.1919537402841,3.26345673680636,2.00393121767091,-111.604346428743
238,31.2179037136666,24.4399803472299,3.17029295995419,8.03121296100041,-111.619571825648
239,25.5080226384424,24.2428995717202,3.06995278826899,9.20637958728267,-111.09164707351
240,22.7660639984197,13.7593332795681,5.78954637262695,5.86759062207883,-108.883188484512
241,19.4485462671666,17.0882711043066,5.39999120731339,4.43605436828563,-108.538883105263
242,21.090922635564,17.5894036576106,5.96741227389439,8.76844873146071,-109.378503581384
243,23.2560826121862,19.6969173248498,2.70839000266543,5.02310999302922,-108.051278011084
244,22.0644284095561,17.2460651260125,3.23562618844644,4.44870529905568,-107.615081565336
245,20.0711856139947,19.0468935422811,1.59999361045141,2.6130333282983,-108.127711175082
246,26.3266973010696,22.6492257949711,3.16085436222556,4.25057879664427,-108.895113973143
247,18.4035804135991,22.8568842487729,2.69539339364208,1.85126946320905,-110.147907146856
248,22.7996366452324,21.1585594522037,1.42801790889334,4.57155970690444,-108.975246423988
249,25.5353504447166,23.3167228321857,3.55434278681981,4.24681691143957,-109.059506065673
250,30.2478495234946,23.7302088527394,1.44185109361238,4.43106634468457,-110.89734895142
251,20.0275227802571,15.9217399244622,2.8083103315185,4.12425118552361,-107.451714931146
252,23.2476783870542,19.0462427484501,4.28580205611661,7.06778644558191,-108.598461823159
253,23.8552127535518,15.9644952259064,7.20627982138111,3.81858681706609,-110.312407033857
254,21.8551618939314,14.7178111602363,6.74801911578256,11.9267116743524,-110.605318250473
255,25.6732352702952,12.8933402476706,4.90218157902502,14.2971519472671,-112.631886023564
256,20.1569978679838,16.5929597076032,5.56688979163888,1.27066925917446,-111.780426343718
257,20.9354908398777,14.1518670964969,2.52645882968237,9.178297647137,-109.616836244154
258,15.245941032486,13.4957045896941,4.39731992450745,4.64028777182247,-108.547769294421
259,14.8565235987688,13.621050230461,2.72318001398112,7.64209071969343,-109.233296587896
260,23.737932641017,8.71947051696695,3.9643883656464,7.62929541256381,-111.275035655179
261,22.9159665714353,16.1303994723012,4.37757024444495,12.7521907720101,-110.823950445245
262,16.9360023417224,13.6017086951157,3.72333058793983,7.40841558447756,-108.546697939458
263,21.0916485620701,16.6954793993256,2.15380910400063,3.33942803305018,-107.582170394643
264,13.8897426202868,15.3538373624545,4.55949627177075,4.4671308521197,-109.068105547921
265,13.5172201698655,17.8429610297052,2.28056745326134,3.63634698288311,-109.146646201415
266,16.7874662567628,15.2986181687642,1.77542692534078,2.17954374703085,-108.290677233645
267,22.0837985538333,14.1882822243631,4.89204703892476,1.68002638580507,-110.462192221539
268,15.3486568734343,16.2063626035708,3.19250537965471,3.28630789981065,-108.230721012321
269,17.565018067087,15.2607734899988,2.68963160132713,2.79303338753871,-107.820588927325
270,20.5708673764889,13.9422394595734,2.38214791858117,4.24745911277313,-107.720211575276
271,21.697532015065,9.55889860112686,3.28227261631822,4.03320126976224,-109.46976492141
272,18.7015082178538,17.0222661241773,4.08383996351648,6.59731660813836,-108.175473336368
273,16.3993128725413,15.1327921412028,3.74220087256037,4.13410832059572,-107.97606004239
274,21.7642230950488,18.2351137397062,2.19639138713293,5.55640841428594,-108.110671781322
275,20.3621314437823,13.5225290830748,4.24776040188496,8.50685390472021,-108.787702668195
276,22.7688674210954,20.4034800020202,4.51418911516164,8.48423473191382,-109.41118284391
277,28.2712030848039,23.207657335889,7.30684197185853,5.81775959314315,-111.50868339232
278,20.9403188389799,16.0620954456587,2.35991570307911,3.55138585634746,-107.52224296202
279,26.1147896304128,14.346481488949,3.20767965787979,5.30044346854702,-109.107623268628
280,25.6194596207117,18.3687788160112,4.40144295330554,3.65853125268262,-108.768087739046
281,20.655323564877,18.7449780607133,6.46978635342143,6.75357529251607,-109.412780385219
282,21.1868853491648,14.471872583551,2.52420059116513,3.23581096100326,-107.703475753481
283,22.8887818408811,18.9030931130464,3.16268681493761,5.09192805409401,-107.895973595815
284,19.9093468470196,9.92432521841235,2.91213747868118,4.98331369567528,-108.875492401885
285,17.8023116838882,13.7554989155711,2.07369425627097,4.69628984069025,-107.974684556842
286,17.2173203238991,15.1784502402136,1.68050013773859,4.14793432542318,-108.040439461102
287,17.4263791146339,16.8170010236283,4.08248654956547,2.35759154169927,-108.868539040873
288,21.9114190178458,17.5990277323252,1.13908213809413,2.8224477972949,-108.48199596598
289,20.3415539970531,14.4452139728821,2.79706277762038,6.04402345002847,-107.94653404856
290,20.9463562882713,20.5953592485363,5.67386999020632,7.65292806243914,-109.70960322191
291,23.6655151369855,20.4229491283559,5.94910673587683,2.9334386267487,-110.159909159082
292,27.1983627150792,14.3352939279211,2.63994753881216,3.85542501460117,-109.621767145046
293,24.8089917636117,22.2301374806814,4.59299128802994,9.33892861217144,-110.368423313853
294,23.9249876435544,22.7391343733254,4.25292432900861,2.05415583764684,-110.153411438868
295,24.2502130764898,17.662156962603,3.69599353330227,5.22793627412268,-108.089843026631
296,15.3189835753745,16.6771873797593,2.1932269327836,2.45010106877143,-108.420594276916
297,16.9864063448756,15.8530456102273,2.41540476615663,3.38588972798278,-107.708837065754
298,19.2922702042174,17.4725427674228,3.52312292861403,2.60394929901599,-108.156321218595
299,20.8004238582197,13.765097528754,4.80084432662588,6.64213522041706,-108.320166611915
300,11.8257509921437,14.6556344265301,10.3408471165141,8.33960444720895,-114.469234840146
301,19.4538442756531,20.256051102826,9.56559780659417,8.96673775333198,-112.617720487122
302,20.9220853583613,17.1518400916406,4.33283554327241,7.2785783791999,-108.32897906298
303,21.9460617121892,16.0330831157273,4.11949921214569,8.83745805007318,-108.868607072026
304,17.9444036054884,17.0045391444765,3.88732664202023,7.49507878082129,-108.534010040007
305,29.5827806973915,17.8793193533585,5.49989823628772,3.63048725073606,-110.966560524753
306,23.8449918625197,19.5523103269828,5.59541885983967,8.70870887738587,-109.643852241963
307,16.103913809281,18.914035604131,4.29225017914753,5.09913166407597,-109.028175781626
308,23.4568917542875,13.4844796997581,5.51458920908954,5.48795147781197,-108.961578572396
309,17.9539811168837,14.120282718916,3.80132356062411,4.00020437827469,-107.851949285617
310,18.8916026487575,19.8092417173947,2.93564899328413,1.54565298263628,-109.391932098752
311,27.8804518629402,23.4561164115927,3.93214445713546,4.9468674582715,-109.602988197273
312,21.6911349163066,14.677133592072,5.48061136959366,6.6241662213748,-108.547876246741
313,18.7952390228209,20.2318729038775,4.53551521629555,9.04602063510002,-110.056416480612
314,25.583292785546,13.124304344318,6.97656772382763,9.88507405596616,-110.916619683663
315,22.9954422963673,13.1096550487302,4.29928816416012,4.62879813843228,-108.473868526075
316,24.6568612337273,13.093985266407,3.2840661143097,5.33011495943682,-108.894814071721
317,26.0665429489064,22.4647644619207,5.91510979137746,4.58401067612594,-110.128817281308
318,26.3133691622489,23.8094290431015,1.24251985929044,8.76904499624897,-112.904853935769
319,21.5286453815229,22.1284429414466,7.69475044911461,4.29492379215385,-111.492427951015
320,25.5796850681564,21.1764592474128,2.69105776852343,4.35764474677153,-108.47805236713
321,18.7914889327461,14.0354676337337,3.25776040018158,10.9179758685855,-110.063426926903
322,17.9137039492581,18.6400587501903,2.88639327003745,0.485864068622796,-111.734881262368
323,20.3085622761051,17.0204280068246,3.30934718681006,9.21522950434698,-109.130731257335
324,20.4086031380981,19.087819868274,3.11673303269492,3.14199625471527,-107.889617385898
325,24.8843271851948,21.7104991502509,4.17651436033761,4.21121558068545,-108.820446323666
326,29.3633879418824,16.7124828761733,4.20255306204503,5.07708520916506,-110.13663159493
327,26.2227297115231,18.1643953548986,3.75941876496513,4.51832647500747,-108.547116386594
328,29.6275150832082,19.2188363901838,3.01702793899807,3.04624933513578,-109.860822858393
329,27.1724829722519,28.191243608657,2.30316512776873,5.60526139295978,-111.383325282191
330,34.2372935373363,28.1564016748185,2.10232364998481,5.77724903858027,-112.966690393168
331,28.1231098486446,21.9843337658474,6.04721619667888,5.4651802329922,-110.406141351521
332,18.6102366878643,22.5981751945808,2.96370761793039,1.71031496561369,-110.262338646116
333,31.2359428190373,21.5870138752248,3.81672797614367,1.81473232554581,-111.766015768065
