,proportion,category
1,0.154761904761905,Observed
2,0.170454545454545,Observed
3,0.213483146067416,Observed
4,0.133333333333333,Observed
5,0.123456790123457,Observed
6,0.133333333333333,Observed
7,0.191780821917808,Observed
8,0.149253731343284,Observed
9,0.127450980392157,Observed
10,0.188888888888889,Observed
11,0.10752688172043,Observed
12,0.156626506024096,Observed
13,0.166666666666667,Observed
14,0.192771084337349,Observed
15,0.181818181818182,Observed
16,0.25609756097561,Observed
17,0.172839506172839,Observed
18,0.151898734177215,Observed
19,0.211111111111111,Observed
20,0.166666666666667,Observed
21,0.154929577464789,Observed
22,0.159574468085106,Observed
23,0.126760563380282,Observed
24,0.0975609756097561,Observed
25,0.12987012987013,Observed
26,0.19047619047619,Observed
27,0.144329896907216,Observed
28,0.148148148148148,Observed
29,0.175,Observed
30,0.160493827160494,Observed
31,0.151162790697674,Observed
32,0.154761904761905,Observed
33,0.204545454545455,Observed
34,0.211111111111111,Observed
35,0.182926829268293,Observed
36,0.162790697674419,Observed
37,0.119047619047619,Observed
38,0.186666666666667,Observed
39,0.166666666666667,Observed
40,0.111111111111111,Observed
41,0.141025641025641,Observed
42,0.151898734177215,Observed
43,0.166666666666667,Observed
44,0.123456790123457,Observed
45,0.114942528735632,Observed
46,0.123456790123457,Observed
47,0.131868131868132,Observed
48,0.159090909090909,Observed
49,0.155844155844156,Observed
50,0.207792207792208,Observed
51,0.24,Observed
52,0.152941176470588,Observed
53,0.178571428571429,Observed
54,0.15,Observed
55,0.182795698924731,Observed
56,0.128712871287129,Observed
57,0.188888888888889,Observed
58,0.102564102564103,Observed
59,0.2,Observed
60,0.15625,Observed
61,0.257575757575758,Observed
62,0.188235294117647,Observed
63,0.182795698924731,Observed
64,0.170454545454545,Observed
65,0.185185185185185,Observed
66,0.158415841584158,Observed
67,0.137931034482759,Observed
68,0.0989010989010989,Observed
69,0.179775280898876,Observed
70,0.178947368421053,Observed
71,0.155844155844156,Observed
72,0.140845070422535,Observed
73,0.164556962025316,Observed
74,0.09375,Observed
75,0.180722891566265,Observed
76,0.183098591549296,Observed
77,0.168674698795181,Observed
78,0.191011235955056,Observed
79,0.156626506024096,Observed
80,0.133333333333333,Observed
81,0.116279069767442,Observed
82,0.177083333333333,Observed
83,0.228915662650602,Observed
84,0.184782608695652,Observed
85,0.180722891566265,Observed
86,0.214285714285714,Observed
87,0.16304347826087,Observed
88,0.10958904109589,Observed
89,0.179775280898876,Observed
90,0.179775280898876,Observed
91,0.151898734177215,Observed
92,0.202702702702703,Observed
93,0.12987012987013,Observed
94,0.208955223880597,Observed
95,0.157303370786517,Observed
96,0.129032258064516,Observed
97,0.164383561643836,Observed
98,0.144444444444444,Observed
99,0.197530864197531,Observed
100,0.185185185185185,Observed
101,0.37806100651653,Null
102,0.238743796224109,Null
103,0.258016382168475,Null
104,0.370246182069633,Null
105,0.426644038409446,Null
106,0.301406743442296,Null
107,0.43723194355145,Null
108,0.432297976527652,Null
109,0.286635886708271,Null
110,0.296624816544934,Null
111,0.320895434476333,Null
112,0.373476472616016,Null
113,0.419984025781966,Null
114,0.267862952437765,Null
115,0.36327636090532,Null
116,0.445405081672342,Null
117,0.253739751760232,Null
118,0.347357857242455,Null
119,0.27340122964594,Null
120,0.391473172702344,Null
121,0.446910192446764,Null
122,0.297069190811374,Null
123,0.431187504366323,Null
124,0.246207302732276,Null
125,0.288926905932715,Null
126,0.306863074599969,Null
127,0.241811445239932,Null
128,0.277400104141058,Null
129,0.307791963981345,Null
130,0.307862774920126,Null
131,0.368353996529411,Null
132,0.242130220216808,Null
133,0.323597066521411,Null
134,0.255454772647601,Null
135,0.273139890198621,Null
136,0.379942406381648,Null
137,0.29897960507531,Null
138,0.282231963194567,Null
139,0.265316568517826,Null
140,0.472587411238211,Null
141,0.285161041223234,Null
142,0.296335234797021,Null
143,0.3141250779608,Null
144,0.277007061302332,Null
145,0.387655187912754,Null
146,0.276290427193137,Null
147,0.362668117088596,Null
148,0.346025575243769,Null
149,0.443137618268122,Null
150,0.285327755978045,Null
151,0.245516116456736,Null
152,0.323639094559235,Null
153,0.337353225108622,Null
154,0.30766317245086,Null
155,0.287899026966516,Null
156,0.305825271130342,Null
157,0.381268090137221,Null
158,0.303351763485208,Null
159,0.377132840869037,Null
160,0.240122567779599,Null
161,0.2815811903504,Null
162,0.271151178651834,Null
163,0.348479868184781,Null
164,0.297049508120437,Null
165,0.274358177349427,Null
166,0.266565053510758,Null
167,0.369068674266012,Null
168,0.346944898660805,Null
169,0.296045037273853,Null
170,0.294636148007805,Null
171,0.255720917648271,Null
172,0.368601999656761,Null
173,0.314983482066054,Null
174,0.269192276193666,Null
175,0.339666059542937,Null
176,0.338965112316959,Null
177,0.390836319740054,Null
178,0.282802631189803,Null
179,0.291498372024182,Null
180,0.336934613298183,Null
181,0.332443304129991,Null
182,0.26429454023599,Null
183,0.275018361046095,Null
184,0.249955761486966,Null
185,0.424872255157539,Null
186,0.280801967570662,Null
187,0.31858674442435,Null
188,0.516922045937648,Null
189,0.264722053545732,Null
190,0.249757675068356,Null
191,0.30172796220269,Null
192,0.322385300441528,Null
193,0.294939302861938,Null
194,0.429125326693742,Null
195,0.410971339889889,Null
196,0.269044459107748,Null
197,0.341403872474892,Null
198,0.276868460122226,Null
199,0.363344559883842,Null
200,0.276630617183989,Null
